Date,Startup Name,Industry Vertical,SubVertical,Location,Investors Name,InvestmentnType,Amount
2018-06-22,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Accel partners & raghunandan gangappa,Sequoia capital",Private Equity,75.08
2018-06-20,Drip capital,Finance,Trade Finance Firm,Mumbai,"Accel partners,Sequoia india,Y combinator and others.",Private Equity,123.75
2018-06-19,Rentsher,Consumer Internet,Online Rental Marketplace,Bangalore,"Letsventure & others,Shorooq investments",Seed / Angel Funding,9.07
2018-06-19,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra venture & artha initiatives,Seed / Angel Funding,0.0
2018-06-18,Tynor othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse funds & thuasne participations,Private Equity,173.25
2018-06-18,Elucidata,It,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane venture capital and several angel investors,Seed / Angel Funding,14.03
2018-06-14,Network intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix investments,Private Equity,39.6
2018-06-14,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand capital,Seed / Angel Funding,28.46
2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"Basab pradhan,Letsventure,Rajan anandan,Vivek khare and bijoy george",Seed / Angel Funding,3.71
2018-06-13,What's up life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurgaon,Rannvijay singha,Seed / Angel Funding,0.0
2018-06-13,Nirogstreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral ventures,Subho ray and samir kumar",Seed / Angel Funding,2.48
2018-06-12,Alpha capital,Finance,Supplychain Finance,Mumbai,Alpha capital,Private Equity,122.1
2018-06-12,Daily ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama capital and sequoia capital,Seed / Angel Funding,24.75
2018-06-12,Eshakti,E-Commerce,Fashion e-tailer,Chennai,Paragon partners,Private Equity,83.33
2018-06-11,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai angels network,Seed / Angel Funding,0.0
2018-06-10,Ayefinance,Finance,Online Lending Platform,Gurgaon,"Capitalg,Saif partners and lgt impact ventures",Private Equity,177.38
2018-06-07,Meesh,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Saif partners,Sequoia india,Y combinator and venture highway",Private Equity,94.88
2018-06-07,Annapurna finance,Finance,Non-Banking Financial Company,Bhubneswar,Oman india joint investment fund (oijif),Private Equity,189.75
2018-06-05,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,Nb ventures and others,Seed / Angel Funding,0.0
2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Amrendra reddy and manish satnaliwala.,Anil advani,Pramod jain",Seed / Angel Funding,0.0
2018-06-04,Kashmir box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Aijaz saleem,Alok divatia,Bhairavi jani,Namrata kaul,Sohail hashemi",Seed / Angel Funding,0.0
2018-06-04,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire logistics llc,Seed / Angel Funding,1.03
2018-06-01,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Puneet dalmia & others,Sabre partners",Private Equity,82.5
2018-05-31,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion venture lab,Yournest venture capital and other angel investors",Seed / Angel Funding,10.72
2018-05-30,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"Abb technology ventures,Bill & melinda gates foundation,Blume ventures,Indusage partners,Omnivore,Qualcomm venture,Venture highway and beenext",Private Equity,115.5
2018-05-30,Events high,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Treebo,Private Equity,0.0
2018-05-29,Tonetag,Technology,Mobile Payments Technology Platform,Bangalore,Amazon inc. and mastercard,Private Equity,66.0
2018-05-29,Toffee,Consumer Internet,Online Insurance Platform,Gurgaon,"Kalaari capital,Omidyar network and accion venture labs",Seed / Angel Funding,12.38
2018-05-28,Hwell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Mitali pawar,Nikhil g and bhavesh p,Oncotrust and medintel services pvt. ltd,Prashant mehta,R ranganathan",Seed / Angel Funding,1.65
2018-05-27,Ack,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon,Ashish dhawan,Catamaran ventures,Nr narayana murthy.",Seed / Angel Funding,99.0
2018-05-24,Smartivity,Ed-Tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish kacholi,S chand group",Seed / Angel Funding,16.5
2018-05-24,Bonphulapl,CleanTech,Oxygen Optimiser Manufacturer,Delhi,Atul gupta and saurabh rastogi,Seed / Angel Funding,2.42
2018-05-23,Edy,E-Commerce,Products For Shoolgoing Children,Bangalore,Rs shanbag,Seed / Angel Funding,6.06
2018-05-23,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor,Oikocredit",Seed / Angel Funding,16.5
2018-05-22,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Seed / Angel Funding,4.12
2018-05-22,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,Letsventure,Seed / Angel Funding,6.06
2018-05-21,Milkbasket,Technology,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari capital,Unilever ventures and blume ventures",Private Equity,57.75
2018-05-21,Rocketiu,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Seed / Angel Funding,2.48
2018-05-16,Fine,Healthcare,Doctor-Consultation App,Bangalore,"Prime venture partners,Stellaris venture partners and mayur abhaya srisrimal",Private Equity,34.65
2018-05-14,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Dalip pathak and others,Harsh mariwala,Sunil munjal",Private Equity,198.0
2018-05-11,Earth food,Consumer Internet,Agri-tech,Pune,Rairah corporation,Seed / Angel Funding,7.83
2018-05-09,I3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Behram vakil and jerxis vandrevala,Unitus ventures",Seed / Angel Funding,8.25
2018-05-03,Disprz,It,SaaS,Chennai,"Il&fs private equity,Kae capital & others",Seed / Angel Funding,20.62
2018-05-02,Bizong,Consumer Internet,Aggregator For Packaging Material,Mumbai,"Accel partners and idg ventures,B capital,International finance corporation (ifc)",Private Equity,181.5
2018-05-02,Opentap,Finance,Online Lending Platform,Chennai,Unknown high net-worth individuals,Seed / Angel Funding,3.71
2018-04-30,Sa,Consumer Internet,Online Stock Broker,Mumbai,Bay capital investments and others,Private Equity,61.88
2018-04-30,Myloancare,Finance,B2C Online Loans Marketplace,Gurgaon,Sar group,Seed / Angel Funding,8.07
2018-04-29,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Blacksoil and kalaari capital,Emery capital",Private Equity,0.0
2018-04-27,1mg,Consumer Internet,Online Pharmacy Store,Gurgaon,"Maverick capital ltd and hbm healthcare investments ltd,Sequoia capital",Private Equity,82.5
2018-04-26,Railyatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Blume ventures,Helion venture partners,Nandan nilekani,Omidyar network",Private Equity,0.0
2018-04-26,Popx,Technology,Women Focussed Digital Media Platform,Delhi,"Gree ventures and summit media,Idg ventures india,Kalaari capital,Neoplux,Oppo",Private Equity,45.38
2018-04-25,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"Alok mittal and sachin bhatia,Gems advisory",Seed / Angel Funding,2.03
2018-04-23,Capital float,Finance,Online Lending Platform,Bangalore,Amazon,Private Equity,181.5
2018-04-22,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Dalip pathak and others,Harsh mariwala,Sunil munjal",Private Equity,90.75
2018-04-22,Doxper,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal healthcare,Seed / Angel Funding,15.68
2018-04-22,Visit,Healthcare,AI Driven Health tech Platform,Delhi,"Alagu periyannan and karthee madasamy,Biz stone,Kunal bahl,Rohit bansal",Private Equity,0.0
2018-04-19,Amaearth,Healthcare,Online Baby care Products,Gurgaon,Shilpa shetty kundra,Private Equity,0.0
2018-04-19,True balance,Technology,Mobile Balance Checking App,Gurgaon,"Line corp,Line ventures corporation,Naver,Shinhan bank and ts investment",Private Equity,189.75
2018-04-19,Fyle technologies,Technology,AI Based Expense Management Platform,Bangalore,Pravega ventures and beenext,Seed / Angel Funding,9.07
2018-04-19,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,Tr capital,Private Equity,0.0
2018-04-18,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International finance corporation,Transamerica and others.",Private Equity,181.5
2018-04-16,Icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. manoj prasad,Seed / Angel Funding,4.12
2018-04-16,Pregbuddy,Healthcare,Connected Care App For Pregnant Women,Bangalore,"Jayant kadambi,Madhusudhan kannan,Puneet gupta and pradeep k jaisingh,Rajan anandan",Seed / Angel Funding,0.0
2018-04-13,Intifi,Finance,Online Lending Platform,Mumbai,Lok capital,Seed / Angel Funding,16.5
2018-04-12,Ayefinance,Finance,Online Lending Platform,Gurgaon,"Blueorchard finance ltd,Hinduja leyland finance and intellegrow",Debt Funding,37.95
2018-04-12,Letsmd,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"Sri capital,Waterbridge ventures and thinkuvate",Seed / Angel Funding,8.25
2018-04-10,Traveltriangle,Consumer Internet,Online Travel Marketplace,Gurgaon,"Bessemer venture partners,Fundamentum,Rb investments & others,Saif partners",Private Equity,99.0
2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bangalore,Kae capital management,Seed / Angel Funding,0.0
2018-04-09,Elemential,Technology,Blockchain Platform,Mumbai,"Amit ranjan,Amrish rau,Digital currency group,Eight innovate,Hinduja group,Investopad,Lightspeed india,Matrix partner,Prashant malik and others",Seed / Angel Funding,0.0
2018-04-09,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside ventures,Seed / Angel Funding,8.25
2018-04-09,Kaleidofin,Fiinance,Digital Financial Services Platform,Chennai,Omidyar network. blume ventures and professor shlomo ben-haim,Seed / Angel Funding,23.1
2018-04-05,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel partners,Tiger global and others",Private Equity,82.5
2018-04-05,Indigolearn,Ed-Tech,Online Education Platform,Hyderabad,"And jamshed jeejeebhoy,Director at byramjee jeejeebhoy pvt. ltd were among the angels,Founder and chairman of career information portal careers360,Maheshwar peri",Seed / Angel Funding,1.24
2018-04-04,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bangalore,"Chryscapital,Elevar equity,Existing investors,Lgt impact,Omidyar network and kaizen private equity also participated in the round",Private Equity,453.75
2018-04-02,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam ventures and mohit khadaria,Seed / Angel Funding,2.54
2018-04-02,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Anjali bansal,Arihant patni of patni family office,Exfinity venture,Saha fund partners,Satish khanna and taparia family office.,Shardul amarchand mangaldas",Private Equity,16.5
2018-04-02,Benepik,Technology,Enhanced Employee Engagement Platform,Gurgaon,"Thomas assessments and others,Vishal bali,Yogesh misra",Seed / Angel Funding,0.0
2018-03-29,Fynd,Consumer Internet,O2O fashion ecommerce platform,Mumbai,"Google,Growx,Iifl,Kae capital,Patni family office and axis capital.,Singularity ventures,Tracxn labs,Venture catalyst",Seed / Angel Funding,0.0
2018-03-28,Smartcoin,Finance,Micro lending company,Bangalore,"Accion venture lab,Unicorn india ventures and isme ace.",Seed / Angel Funding,16.5
2018-03-27,The print,Media,News portal,Delhi,Ratan tata,Seed / Angel Funding,4.41
2018-03-27,Driveu,Technology,Professional Car Drivers Hiring App,Bangalore,Amit singhal and unitus seed fund,Private Equity,24.75
2018-03-26,Cash suvidha,Consumer Internet,Online loan platform,Delhi,"Initia holdings,Vipin agarwal and others.",Seed / Angel Funding,8.25
2018-03-22,Urbanpiper,Technology,Online ordering solution for restaurants and food chains,Bangalore,"Axilor ventures,Kumar vembu",Seed / Angel Funding,0.0
2018-03-22,Slang labs,Technology,Voice-based assistant platform,Bangalore,Endiya partners,Seed / Angel Funding,10.23
2018-03-22,I2i funding,Consumer Internet,Online loan platform,Noida,Sucseed venture partners,Seed / Angel Funding,6.34
2018-03-22,Chargebee,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Accel partners and tiger global management.,Insight venture partners",Private Equity,148.5
2018-03-21,Gigindia,Consumer Internet,Micro Jobs Provider For Students,Pune,"Hiro mashita,Jessica wong,Xue manzi and yiyun zhang.",Seed / Angel Funding,0.0
2018-03-19,Customersucessbox,Technology,Customer Success Software for B2B SaaS,Gurgaon,"Axilor ventures,Pi ventures",Seed / Angel Funding,8.25
2018-03-19,Zappfresh,Food & Beverages,Online Raw Meat E-tailer,Gurgaon,"Amit burman,Sidbi venture capital",Seed / Angel Funding,24.75
2018-03-19,Karma healthcare,Healthcare,Technology enabled equitable healthcare for India,Udaipur,"1crowd,Ankur capital",Seed / Angel Funding,4.12
2018-03-19,Fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria capital,Debt Funding,10.81
2018-03-15,Grofers,Consumer Internet,Online Grocery Shop,Gurgaon,"Softbank,Tiger global and apoletto managers.",Private Equity,511.5
2018-03-14,Availfinance,Consumer Internet,Online Lending Platform,Bangalore,"Ankit bhati,Bhavish aggarwal,Binny bansal,Kunal shah and manish patel.,Matrix partners",Private Equity,141.9
2018-03-14,Stumagz,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,"And other tech investors from silicon valley,Sudhakar pennam,Venkat subramanian",Seed / Angel Funding,0.0
2018-03-13,Pinelabs,Technology,Digital Payment Platform,Mumbai,"Actis,Altimeter capital",Private Equity,676.5
2018-03-12,Healthcare,Consumer Internet,Healthcare Aggregator,Mumbai,Hr fund,Seed / Angel Funding,8.25
2018-03-08,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurgaon,Trifecta capital,Debt Funding,8.25
2018-03-08,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State street global advisors,Private Equity,316.8
2018-03-06,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon nv,Private Equity,62.7
2018-03-06,Ad2pr,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus finance pvt. ltd,Debt Funding,80.03
2018-03-05,Hotelogix,Technology,Cloud based Online Hotel Management Software,Noida,"Accel partners and saama capital,Vertex ventures",Private Equity,41.25
2018-03-05,Finova capital,Consumer Internet,Online Lending,Jaipur,Sequoia capital,Private Equity,49.5
2018-03-05,Medgenome,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,"Hdfc asset management,Hdfc life",Private Equity,82.5
2018-03-05,Wellthy,Healthcare,Therapeutics,Mumbai,"Apoorva patni,Beenext ventures,Growx ventures,Ranjan pai",Private Equity,17.32
2018-03-04,Livehealth,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus venture partners,Seed / Angel Funding,9.07
2018-03-04,Gramophone,Technology,Agri-tech,Indore,Infoedge,Seed / Angel Funding,8.25
2018-03-03,Kuvera,Consumer Internet,Online Financial Planning,Bangalore,"Baskar subramanian,Gaurav suri and ankit kesarwani,Saket kumar",Seed / Angel Funding,2.06
2018-03-01,Pharmeasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer venture partners and orios venture partners,Jm financials and memg",Private Equity,0.0
2018-03-01,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,Cba capital and others,Private Equity,24.75
2018-03-01,Urban ladder,E-Commerce,Online Furniture Store,Bangalore,"Saif partners and kalaari capital,Sequoia capital",Private Equity,99.0
2018-02-28,Credy,It,SaaS,Bangalore,"Khosla ventures,Vy capital and others,Y combinator",Seed / Angel Funding,11.55
2018-02-28,Gaana,Technology,Online Music Streaming,Gurgaon,"Tencent holdings ltd,Times internet",Private Equity,948.75
2018-02-28,Predible health,Healthcare,Cancer radiology,Bangalore,Unitus seed fund,Seed / Angel Funding,0.0
2018-02-27,Trily,Technology,AI platform for hospitality industry,Mumbai,"Amit manocha and others,Startup buddy",Seed / Angel Funding,2.06
2018-02-27,Lollypop,Technology,Digital Design,Bangalore,Dr devi shetty,Seed / Angel Funding,0.0
2018-02-26,Planys technologies,Technology,Robotic InspectionStartup,Chennai,"Kris gopalakrishnan,Memg family office,Pratithi investment trust,S gopal",Private Equity,8.58
2018-02-26,Avishkaar box,Ed-Tech,Education,Delhi,Auxano deals,Private Equity,6.37
2018-02-21,Highradius,Technology,Cloud-based Software,Hyderabad,"Citi ventures,Pnc",Private Equity,0.0
2018-02-21,The healthy billions,Healthcare,Analytics,Gurgaon,"Blume ventures,Healthquad and fireside ventures",Private Equity,17.32
2018-02-21,Capillary,It,SaaS,Bangalore,"Sequoia capital,Wargburg pincus",Private Equity,165.0
2018-02-21,Udaan,E-Commerce,B2B Marketplace,Bangalore,Lightspeed & yuri milner,Private Equity,412.5
2018-02-20,Agricxlab,Agriculture,Agri-tech,Mumbai,Ankur capital,Seed / Angel Funding,4.12
2018-02-19,Ayefinance,Finance,Online Lending,Gurgaon,"Hinduja leyland finance,Intellegrow",Private Equity,31.35
2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,"Mohammed khan,Sameer narayan & others",Seed / Angel Funding,1.24
2018-02-16,Happay,Finance,Expense Management,Bangalore,"Jerry yang,Sequoia capital",Seed / Angel Funding,2.06
